,gender,current_country,cc_status,education_level,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,hash,postcode_split
756,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,19-34,Africa,82fc4bd659fdc44a6ab9c4f7dfc25aa547848183,SY6
757,M,United Kingdom,0,masters,50-60,heavy smokers,high,healthy,2-18,Europe,2b2fb33fd918c427e9eb16a2012dda73d61bf296,NN48
758,M,United Kingdom,0,primary,30-40,intermediate smokers,high,overweight,19-34,Asia,4240e59807a1680d420e2e2b076cfc359d1ea9b4,E28
759,M,United Kingdom,0,phD,<20,heavy smokers,low,overweight,19-34,Europe,c0e8806a71505a70c03a99565eb1590f4408871f,E33
760,F,United Kingdom,0,secondary,50-60,heavy smokers,moderate,underweight,2-18,Oceania,b25dd8b1baef0e8fc1638b40dcc73fbca4201e54,L5
761,M,United Kingdom,0,masters,<20,heavy smokers,moderate,overweight,2-18,Oceania,8e71250cd55160d92648de89e777c7131e0c391c,N23
762,M,United Kingdom,0,bachelor,50-60,heavy smokers,high,overweight,35-50,Asia,e0aec4132ad17f866fd89be1895beb3b0ee89854,S3
763,F,United Kingdom,0,primary,20-30,light smokers,moderate,overweight,35-50,Africa,221dc01b5a681b333b8edc77ee4ca8ff4dde61a8,E8
764,F,United Kingdom,0,masters,30-40,heavy smokers,low,underweight,35-50,Europe,40e6e6fcaa654a0af36edfac0aa7257ab718350f,EC81
765,F,United Kingdom,1,masters,30-40,heavy smokers,high,underweight,19-34,Asia,af6f4d3d59119dfdcfb70b791df048eb4487b52e,FK2
766,F,United Kingdom,0,bachelor,50-60,light smokers,high,healthy,35-50,Europe,c99ba814ac797438dcfced4c0bc51b9674425b78,W8
767,M,United Kingdom,0,other,<20,heavy smokers,high,overweight,19-34,Asia,5c85c6cade93562f9d967176fb6569c75fe021b7,W4A
768,F,United Kingdom,0,secondary,30-40,intermediate smokers,moderate,underweight,35-50,Europe,88e7dd446ac8387f659f508639a8366bfb8f9ac1,L02
769,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,35-50,North America,f4cfd3d1d7e2bacb42b373a52c5a8e72e526d72c,WR4V
770,M,United Kingdom,0,secondary,20-30,light smokers,high,underweight,35-50,North America,eb0335eb295bf22d2223a3c80a749d7411191bad,MK8X
771,M,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,19-34,Europe,ee1050e664cf5f14b55eb2199960009bcc6c17a1,SA7P
772,M,United Kingdom,0,primary,30-40,intermediate smokers,low,overweight,35-50,Asia,775ed5252887216342875b9ab1a3c07dfa642dbd,W8
773,M,United Kingdom,0,secondary,50-60,intermediate smokers,moderate,overweight,19-34,Asia,42f0c05cfacdeae5f867dcc0ea9bf2c6ae3c4c63,W42
774,M,United Kingdom,0,masters,30-40,heavy smokers,low,overweight,2-18,Asia,06fd0fb2cbb1a46d97c2565228e98657c018a031,NE2
775,F,United Kingdom,0,secondary,50-60,intermediate smokers,high,healthy,2-18,North America,b0173440bceeeca12f032a0b54f87d8c9c6980cd,G92
776,F,United Kingdom,0,bachelor,40-50,heavy smokers,high,healthy,2-18,Africa,bbbcdf208e85b4faaa824c8efa0f6eddec6f3dda,G9T
777,F,United Kingdom,0,bachelor,60-70,heavy smokers,high,overweight,19-34,Europe,ba249df2f9fc2115ce28e8f9452856648853a54a,KY18
778,F,United Kingdom,0,masters,50-60,heavy smokers,moderate,underweight,35-50,Africa,c22489005ebbd51bd24b35764368cfb9bf1db768,M36
779,M,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,19-34,Oceania,7ad1f8e99dd07babd6a9daa2c9178ab4ec078285,M58
780,M,United Kingdom,0,secondary,40-50,light smokers,moderate,overweight,19-34,Europe,ede4db950ef866a0415c0b549780443c3297c78a,BH13
781,F,United Kingdom,0,secondary,60-70,intermediate smokers,moderate,overweight,2-18,North America,cecf188046ae4193d68ef795a7aedd905dc3aede,GY5
782,F,United Kingdom,0,secondary,30-40,light smokers,low,underweight,19-34,Africa,b1e34485a597b9d44dd319db1c95544f3e38b65a,N64
783,F,United Kingdom,0,primary,20-30,heavy smokers,low,healthy,2-18,South America,bb82cbbb787dbc0dc81fd4b2b996f4a4b32bd220,B42
784,F,United Kingdom,0,phD,50-60,heavy smokers,low,healthy,35-50,Asia,702f86283cec43aa8aa2990d423340c57e206dbe,BH77
785,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,underweight,19-34,Asia,c44099855339173f0a130865a8327d1fc8c433ac,W5T
786,M,United Kingdom,0,secondary,20-30,heavy smokers,high,healthy,2-18,Africa,0b7d9c2c042b3802df01fc20880012882057905d,S5H
787,M,United Kingdom,0,bachelor,30-40,intermediate smokers,low,underweight,2-18,Oceania,37997aa5e56ea0dea38eee5fec45c363ade80f3e,LA6
788,F,United Kingdom,0,secondary,60-70,intermediate smokers,low,overweight,19-34,Africa,d02db1b5ea70ebab940febea77e80ab9370b2e70,S49
789,M,United Kingdom,0,bachelor,20-30,light smokers,moderate,underweight,19-34,Asia,78988a7a404131ac3668b967d181e95e25ac0a8a,ZE24
790,M,United Kingdom,1,secondary,60-70,heavy smokers,low,overweight,19-34,Europe,567e2d1cb302510ec6043210065d24a7b4cd7c87,PA4B
791,M,United Kingdom,0,other,40-50,heavy smokers,moderate,healthy,19-34,North America,0eef73dffae2eb870f50151a97b54f96483d7b63,LS9
792,M,United Kingdom,0,other,30-40,heavy smokers,high,healthy,19-34,Asia,a8caa6d2cfdc6f153aedda36e044addd20dd1709,HX93
793,F,United Kingdom,0,primary,60-70,heavy smokers,moderate,healthy,35-50,South America,bba2dd24a4b45c1310209eb0a411602de213bcf0,NW2B
794,F,United Kingdom,0,secondary,30-40,intermediate smokers,low,overweight,35-50,Africa,8edc63bf2ee8a4f1b8fe92f5af785d021d04848d,L5
795,M,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,2-18,Africa,6e713cc85905be20ab90a8949dd55b9953c8b37f,HP5
796,M,United Kingdom,0,bachelor,50-60,heavy smokers,high,healthy,35-50,Africa,2ed0a507ea5670f8ff6b519abf24bf8aa0365e76,E08
797,F,United Kingdom,0,other,20-30,intermediate smokers,high,overweight,2-18,Oceania,5ab85bbf617e67ccc634cd045f3469195c885580,N47
798,M,United Kingdom,0,bachelor,50-60,light smokers,low,overweight,2-18,Antarctica,99afeedf61f3b80fde9bcce8c2897b80f81c1f16,B6B
799,M,United Kingdom,0,other,50-60,heavy smokers,moderate,overweight,35-50,Asia,ef36301d704fc45170749537224fb8fef1518ef6,N7J
800,M,United Kingdom,1,secondary,20-30,heavy smokers,moderate,overweight,19-34,Asia,4db3696fa4342cbcb89c3a7357f9f78da5cbe361,UB74
801,F,United Kingdom,0,bachelor,40-50,light smokers,low,overweight,35-50,South America,871d35ee520ff9728057b97fe126b737e265180a,LN6X
802,F,United Kingdom,0,phD,30-40,light smokers,low,overweight,19-34,Oceania,cc4324214f5cee93f30f6e4f62a398e3003bf28d,L29
803,M,United Kingdom,0,bachelor,30-40,heavy smokers,moderate,healthy,19-34,Asia,fd4b76291bc963a6733bdc75553e814bbc8e7648,S73
804,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,overweight,2-18,North America,f5c08c97c8dfb32baab725fca08a6ebcdeb895ef,ZE5V
805,F,United Kingdom,0,secondary,50-60,light smokers,moderate,overweight,35-50,South America,0bee9fdb69f1a33daf181c33609f4bc8d7cdddc7,L44
806,F,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,19-34,North America,812771b3e36a9fa3ec96e662fc4d32596891dfff,S5H
807,M,United Kingdom,1,other,60-70,heavy smokers,low,healthy,19-34,Europe,98748eb739634355a12a70a6beaa05c19cf35232,M6
808,M,United Kingdom,0,secondary,50-60,heavy smokers,moderate,overweight,2-18,Africa,7e534da3674a9732e3c5b3bad005359ae4688893,N1J
809,M,United Kingdom,0,primary,40-50,intermediate smokers,high,overweight,2-18,Asia,ad90cf09a258e42ae1866b863f20afc7be7e9549,B6G
810,M,United Kingdom,0,bachelor,20-30,heavy smokers,low,underweight,2-18,Asia,bb4d9ae830b0ee07379202c5329815c8a66262d6,BT40
811,M,United Kingdom,0,other,60-70,heavy smokers,moderate,underweight,19-34,Asia,89698bc05a86238472aa1f7b465bdc416c888b0b,L7A
812,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,2-18,Africa,365c718195b1da3562dff14d8d89a3432b469497,OX9W
813,F,United Kingdom,0,bachelor,30-40,heavy smokers,moderate,underweight,35-50,North America,8d17dcad2c6550dde5130c8a13f7ccc6fa635168,BB2
814,F,United Kingdom,0,masters,20-30,heavy smokers,low,overweight,35-50,Asia,08a99268fc0ffd2d687cb265c1d41d670841b48c,W0W
815,F,United Kingdom,0,bachelor,30-40,heavy smokers,low,healthy,35-50,Africa,85623dc700348a343aba8b0008078e23955712f4,LL0R
816,M,United Kingdom,0,other,60-70,intermediate smokers,low,healthy,2-18,North America,bb798d1f10314d10d827fcfc5a73483b21f0dd2a,M6W
817,F,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,2-18,North America,28a999d82bfeebb8e413f32323410631195bf2b9,TD6
818,M,United Kingdom,0,primary,30-40,heavy smokers,low,healthy,19-34,Africa,944e67f6213ca886df14282fce136bedcb44e5fb,N6A
819,F,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,35-50,Europe,09b9928eb3bde6c7a9a38984ddc4cf7d0eb3eb15,M99
820,M,United Kingdom,0,phD,40-50,intermediate smokers,high,overweight,19-34,South America,ce3396e9b7b9acf644036b8cc9f3d2a93ce109e1,N6H
821,M,United Kingdom,0,masters,60-70,heavy smokers,high,underweight,2-18,Europe,e86aedc5078918c862bf271d2dbaf49d5ff05f00,RH0W
822,F,United Kingdom,0,masters,40-50,light smokers,low,overweight,35-50,North America,31b3b45c00894c10d0ac753be36e7804689182ba,L3E
823,F,United Kingdom,0,other,30-40,heavy smokers,low,underweight,19-34,Asia,831f74be528e82ff939d26c55b5b7622e3d346d5,DD9
824,M,United Kingdom,0,secondary,40-50,heavy smokers,low,underweight,19-34,North America,080a2ed7c6950b01f60baf0ce03c33c25689197e,E8
825,F,United Kingdom,0,bachelor,20-30,heavy smokers,high,underweight,35-50,Oceania,8f3bee9818e1860b6aa4e6d8630ed6ce1d014706,UB8P
826,M,United Kingdom,0,secondary,20-30,heavy smokers,low,healthy,19-34,Europe,83ec6bd3617d76d421b7772020c0da5ae8f7a2a3,ST6N
827,F,United Kingdom,0,masters,<20,heavy smokers,moderate,overweight,2-18,North America,0327f3d1ff8d16eb2419cef37df600ef738a1aa9,SY7
828,F,United Kingdom,0,bachelor,20-30,intermediate smokers,low,overweight,35-50,Europe,9c748eefcf88b797b493b3fb53e9a1b4e4698097,E0E
829,M,United Kingdom,0,bachelor,50-60,intermediate smokers,high,underweight,35-50,Europe,2461511e01d5e2193e4d4332c83264e52dc562d3,RH3H
830,F,United Kingdom,0,secondary,50-60,intermediate smokers,moderate,overweight,35-50,Oceania,1d9fc228d91c1968ee6502f9b665bad698611a77,G6K
831,M,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,19-34,North America,3c91931e7b92c4efdfaf569adc81a131b11e2dca,FY9A
832,F,United Kingdom,0,bachelor,60-70,light smokers,high,underweight,19-34,Africa,062a529915372388d4c99171b940b72553af66ad,NW8E
833,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,19-34,Europe,9ab842f87a4b22d183d565e7e12cd0c13060e676,E3T
834,M,United Kingdom,0,other,30-40,light smokers,high,healthy,19-34,Europe,3170e7ffb141895310f27c9ed3acfdfbd3f3beb9,G2
835,M,United Kingdom,1,bachelor,20-30,intermediate smokers,moderate,overweight,2-18,North America,8ed22512609edf637a48a6c0fded12523520127b,CA4
836,F,United Kingdom,0,other,60-70,heavy smokers,low,healthy,19-34,Oceania,22bd7c08033c2f0419e26ad1993a14b5d65a2827,DN1
837,F,United Kingdom,0,secondary,30-40,heavy smokers,moderate,overweight,19-34,Europe,54a73c32934ee05e319a945ab8639cafe100ab8f,W5
838,M,United Kingdom,0,masters,20-30,heavy smokers,low,underweight,19-34,North America,9d3d0352dfc6f7f92291fc663523eedcac218e5b,W0U
839,M,United Kingdom,0,other,30-40,intermediate smokers,moderate,overweight,35-50,Europe,ff55508fc064928f0d329e02872eb9ef977665b0,L1
840,M,United Kingdom,0,secondary,20-30,intermediate smokers,low,underweight,19-34,Africa,d405d9c705fededc78cd9b30b0ed8e04fb319797,CV3H
841,F,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,underweight,2-18,Asia,d2259df30c67865b5154867d0969a4e023811922,CR6A
842,M,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,19-34,North America,f6921bfaa9cfb24233176613dc745137247a852b,M5
843,M,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,35-50,Asia,b7b755c1d3639532c984e22babfc91a1fe6b0d48,IP28
844,M,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,19-34,Europe,e31e76b7288c05161c804c12b609412041957ee8,CW2R
845,F,United Kingdom,0,primary,20-30,heavy smokers,low,healthy,19-34,Asia,cc91b12913b76152a68459b69e50bdf0355c52c2,PA4A
846,M,United Kingdom,0,bachelor,30-40,heavy smokers,moderate,healthy,19-34,Asia,d15d17f3354228fc0d0de3436434ef9701c332b5,HG4
847,F,United Kingdom,0,other,50-60,heavy smokers,low,overweight,2-18,South America,5c896fb0712cc03a2bdedd4c99613a000b5ef733,SW2
848,F,United Kingdom,0,phD,40-50,heavy smokers,high,underweight,19-34,Asia,3bd33710b83039819bfe194830aa7b864c46c053,MK41
849,F,United Kingdom,0,primary,40-50,heavy smokers,moderate,healthy,2-18,North America,f64b166ddeb74af5131c7bbfd4077a93a41a0311,N42
850,M,United Kingdom,0,secondary,20-30,light smokers,moderate,overweight,19-34,Asia,08a4f99f83e1c2d65124eb5b130ea8013bdd25f5,SA2
851,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,underweight,2-18,Africa,42b44ba37c008a028ac6462d0057f17b8ff3802f,S3U
852,M,United Kingdom,0,other,40-50,heavy smokers,moderate,overweight,19-34,North America,be5e4f0850bc0de86605ec241a8121d41e078bdb,W0
853,F,United Kingdom,0,secondary,60-70,intermediate smokers,low,underweight,35-50,Africa,86e406837adb6acdfc052d66ea7ba95998051fdb,B9
854,M,United Kingdom,0,bachelor,60-70,heavy smokers,low,underweight,19-34,Europe,1daf9b29fa8170b94301869fda699c3a9282105f,SW1
855,M,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,2-18,Africa,a9e9792a439449c22e31751635b433e3293af141,E2U
856,M,United Kingdom,0,primary,40-50,intermediate smokers,low,healthy,19-34,South America,ecdbf00ef3b84b57284f697a9238ace5193367e4,S8
857,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,2-18,Asia,cb546d91a3fa6b06534b8da0c807c427ec2738c9,W90
858,F,United Kingdom,0,masters,30-40,intermediate smokers,high,underweight,19-34,South America,1b446c68399d338d52679204bcfaa73148bb1b31,ME4A
859,F,United Kingdom,0,secondary,60-70,light smokers,high,healthy,19-34,Africa,b92522f090c94a6216d7383cbda9ed8e1b1a10ca,TF32
860,F,United Kingdom,0,primary,40-50,heavy smokers,high,underweight,2-18,Oceania,017882fbe55d0fae681e8c37f0b09c41a1c668c3,SE6
861,M,United Kingdom,0,masters,40-50,heavy smokers,high,healthy,2-18,Oceania,e4c30a5aa69096b9abbae3a4bc5375f599404678,OX8M
862,M,United Kingdom,1,bachelor,50-60,intermediate smokers,low,healthy,19-34,Asia,4fe8b87bbd64e630702053b15016a0961c251c9e,SO1A
863,F,United Kingdom,0,secondary,50-60,light smokers,high,underweight,2-18,Africa,ee6f96548bfcd6a85897ef22fabb9b4440dcd648,BB92
864,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,underweight,2-18,Europe,e61a994a272648493dbe3d2a7c7ee63dfe4ef6de,SK5H
865,F,United Kingdom,0,bachelor,40-50,intermediate smokers,moderate,underweight,19-34,Asia,b6c2d9408d7c28193285acad60ac320668d5cdc6,S7C
866,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,healthy,2-18,Asia,41862b1cd0d14f416d65949b1dcc227072c0a4be,S91
867,F,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,19-34,Asia,816647c2a951350abe525f9dfaddd498f6471123,PE6
868,M,United Kingdom,0,bachelor,20-30,intermediate smokers,low,healthy,2-18,North America,49c79f0021c5e46c418914616ad66d5a04bb05ab,L4
869,F,United Kingdom,0,bachelor,30-40,heavy smokers,moderate,overweight,19-34,Africa,c7853484bd488f6cd0353e47cc7d4edb1dcb6484,EH92
870,F,United Kingdom,0,secondary,30-40,intermediate smokers,high,overweight,35-50,Asia,456f64ca92f02a82cf68915b2e82e9f26d01b8f6,N5U
871,M,United Kingdom,0,secondary,40-50,heavy smokers,moderate,healthy,19-34,Europe,0bf5096119c9faec47e96e88d344b90992535e97,EC40
872,M,United Kingdom,0,bachelor,30-40,light smokers,high,underweight,19-34,Asia,f9d35904c9b5c941cb9c62c77135516840e6da62,M45
873,F,United Kingdom,0,other,30-40,heavy smokers,low,overweight,35-50,Europe,aa343cf48708eeb2f7995159725079bf496771fa,DH94
874,F,United Kingdom,0,primary,20-30,heavy smokers,low,overweight,35-50,Asia,d40cc397713162e1e02198a59942efdcc342449e,PL7W
875,M,United Kingdom,0,primary,60-70,light smokers,moderate,overweight,19-34,South America,300ca460ea9c14b89428301931aa65466cdac8b9,E6H
876,M,United Kingdom,0,phD,60-70,heavy smokers,moderate,overweight,2-18,Africa,0c08af741fc21a8bd3fb5e5b3c9ce24f0b78b181,EC3M
877,M,United Kingdom,0,bachelor,50-60,heavy smokers,low,underweight,2-18,Europe,1ba2fe2e71ae8d7893d761260d6f42ee53eccca8,PH2
878,M,United Kingdom,0,masters,60-70,light smokers,low,underweight,2-18,North America,f8d87c68362e520219ced363ac6667074ddc993c,BH9A
879,F,United Kingdom,0,phD,40-50,light smokers,high,overweight,19-34,North America,c06f9bf9d8ce5c97c625f8507ffaf377c98dde65,B66
880,M,United Kingdom,0,secondary,30-40,heavy smokers,low,healthy,35-50,Africa,bbcf8fd8d665801b56c1ec48b8e92696e9b072b9,YO4N
881,M,United Kingdom,0,secondary,40-50,light smokers,high,underweight,19-34,Europe,74f7739d714563724a61c0c86b9b00065a5feb17,BS2
882,M,United Kingdom,0,bachelor,50-60,heavy smokers,high,underweight,2-18,Europe,67d91e9b2dc0b35b90a9e80e2ea98171e1c35093,E0U
883,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,underweight,35-50,Africa,6cc8845e17577e355bc91c55e78e8f51f0c57355,E79
884,F,United Kingdom,0,secondary,30-40,intermediate smokers,moderate,underweight,19-34,Europe,8ebe199a4c1a805f43ee238354f0465b424bc63b,OL9
885,F,United Kingdom,1,masters,20-30,heavy smokers,low,overweight,19-34,Oceania,99997dd5be8d14768ce0c1e8da89e2d989e8cf6a,EX05
886,M,United Kingdom,0,bachelor,20-30,intermediate smokers,high,healthy,2-18,Asia,14066b3047bddc77243b9e9c487ea0e75780abbe,L9D
887,F,United Kingdom,0,bachelor,50-60,heavy smokers,high,overweight,2-18,Oceania,43c1dfd20b1bc4a6cb5e9e68853f3244c3eb9530,E2C
888,F,United Kingdom,0,masters,40-50,heavy smokers,high,healthy,19-34,Africa,a1fbf8f1f0019d92387c0fe0db8ecf4c76fe8490,E2H
889,M,United Kingdom,0,phD,40-50,intermediate smokers,low,healthy,19-34,Asia,923f566a56bb3f61ee6cbbec8a9382653933c43b,SR92
890,M,United Kingdom,0,secondary,<20,heavy smokers,moderate,underweight,19-34,Asia,33f60ac978022d1968c0e935ce8db9344e4edb6b,UB1
891,M,United Kingdom,0,secondary,60-70,light smokers,high,underweight,35-50,Africa,f27447df44081821ce2fff12c12f08b09e546604,GL52
892,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,overweight,2-18,Asia,6ba1c237270c221daff849582ef3f97b5fc35a9c,OL1X
893,F,United Kingdom,0,secondary,50-60,light smokers,high,overweight,19-34,Africa,f2b660112f63d7cacd304eda87aa62b90a5f0ba6,OX2
894,F,United Kingdom,0,masters,50-60,heavy smokers,moderate,healthy,35-50,Europe,5a4d7097972964cbe191d4a473e380aea4d78295,WC6
895,F,United Kingdom,0,secondary,50-60,intermediate smokers,low,underweight,19-34,Europe,a95154179c8855f9fdedbeb0ce6cdcf2846ad3fa,W5
896,M,United Kingdom,0,bachelor,60-70,intermediate smokers,high,healthy,19-34,Oceania,e9ef0047388c5b8984a1c8a41fe8fa4cb76ed0d5,NR1
897,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,35-50,Oceania,16bc0f0ec0cf8534975293a1282afbe1c4211a3b,DA93
898,M,United Kingdom,0,secondary,30-40,heavy smokers,high,underweight,2-18,Africa,28775df2b1284ee7e038e276f036e59ea7d0e365,AL4R
899,M,United Kingdom,0,bachelor,40-50,heavy smokers,high,healthy,35-50,Europe,0d73e442c5df352b61958593a628da1556e79701,ME09
900,F,United Kingdom,0,secondary,30-40,heavy smokers,moderate,overweight,35-50,North America,f8557276740c3df4e942ddd80c4803718b1697b9,E3
901,F,United Kingdom,0,phD,20-30,heavy smokers,low,healthy,2-18,Asia,0c4adafcaf9baadbb0391b589e82a83476ed2ff9,DN8
902,F,United Kingdom,0,bachelor,50-60,light smokers,high,overweight,19-34,South America,16c03f22e00647eeb4b2191b77088384f08170ca,BS0
903,M,United Kingdom,0,secondary,60-70,heavy smokers,low,overweight,19-34,Africa,d419537d6de4720c8cc4e726d3c476cc7bdf4afb,S1U
904,F,United Kingdom,0,masters,60-70,heavy smokers,high,underweight,2-18,Europe,b1e81db6e596493527b9b4a70e67eb12af1aea3a,DG5
905,F,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,2-18,Oceania,db8204b6f2ba63de0e0191e1c5f11c802ba60868,OX76
906,F,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,35-50,Africa,bb30e21672f07d729819d94b75b1f505ddbcf143,DN9
907,F,United Kingdom,0,secondary,60-70,heavy smokers,low,overweight,2-18,Asia,db95ada095a4f574c342fe6b51eb8036a874319b,G04
908,M,United Kingdom,0,other,30-40,heavy smokers,low,overweight,19-34,Africa,a899aa9ea4f4b695ae14e335278f80006a07212c,LL0
909,F,United Kingdom,0,other,60-70,heavy smokers,moderate,overweight,35-50,South America,2d7521b6781285530ede172924ef374239e794f6,E3K
910,F,United Kingdom,0,bachelor,60-70,light smokers,low,overweight,2-18,Asia,4f6ca6c8d9ded28c2bd55fd6e3d6d845f8e755c4,CF1
911,F,United Kingdom,0,other,60-70,heavy smokers,moderate,healthy,2-18,Oceania,8facc3b8edf4eec48b1d90d6bf077ba363a70574,S8
912,M,United Kingdom,0,bachelor,20-30,heavy smokers,moderate,underweight,2-18,Oceania,589dac8c56afa3b8b6aa6b906c5fd320c9dce7f1,CF2V
913,M,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,35-50,South America,6d774fda399731142911a5b7402addd4e0b6fc0c,TN7A
914,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,overweight,35-50,Asia,6fc864c3e733db9b911dbf35bc69478b94cbcb3e,BN8X
915,M,United Kingdom,0,secondary,30-40,heavy smokers,high,overweight,19-34,North America,8afeb641ee547de0210a3727ed5bb550db239ff4,LU5R
916,F,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,2-18,North America,8a383f88a77f50998a2ec2696df4e8e3324508b6,L91
917,F,United Kingdom,0,secondary,40-50,heavy smokers,high,healthy,19-34,Africa,68ab58bdbca136354efb911ba9c068fb3412fbc5,M7
918,M,United Kingdom,0,other,30-40,intermediate smokers,high,overweight,19-34,Europe,92c4849ab86d0d06535090535b65f9dc0e454c3d,L93
919,M,United Kingdom,0,bachelor,40-50,intermediate smokers,high,overweight,2-18,Europe,f2011aac5bd1128e9179660edd6530e83aec9446,KY25
920,M,United Kingdom,0,masters,40-50,heavy smokers,low,underweight,35-50,Europe,6f57b95ac75c961c8cb6c452abe0ed533570e51b,BT55
921,M,United Kingdom,0,bachelor,40-50,light smokers,low,underweight,19-34,Asia,c81939b11277295ea9c898969d2e77db8f96b9f5,L0
922,M,United Kingdom,0,secondary,40-50,heavy smokers,low,healthy,35-50,North America,a3ff8dcad89a6a3f0b0d10fb978527cc707dd741,HR4
923,M,United Kingdom,0,masters,20-30,light smokers,moderate,overweight,19-34,Africa,d75bbb436cecb3201fb8d243fce8d5517a36a95a,E6
924,M,United Kingdom,0,masters,40-50,heavy smokers,low,healthy,35-50,Asia,386481937eff40ae4bb5f0085b4f50ba2fde239d,M14
925,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,2-18,Africa,e6248445bf13ecd8f8df2f0e2f61f783f9108d47,BB3
926,M,United Kingdom,0,masters,20-30,intermediate smokers,moderate,healthy,19-34,Africa,c77b1c9ccc900f154aeac6cbfa38d9536e9e9c69,L9
927,M,United Kingdom,0,secondary,20-30,intermediate smokers,low,overweight,19-34,Africa,ab87510b40b5527f7e5d5a8cf56b6d2b2db3b0bc,SR23
928,M,United Kingdom,0,masters,40-50,intermediate smokers,low,underweight,19-34,Africa,715837063cd72d41b32c9cc1dca7033b5334b6d4,UB37
929,F,United Kingdom,0,other,40-50,intermediate smokers,low,overweight,2-18,Asia,8ea13641bcd9bb3b739c08e2178b3e0666e2aee4,DL6Y
930,F,United Kingdom,0,secondary,40-50,heavy smokers,low,underweight,2-18,Asia,a5f325d1fca89c19ac9d1c23cc328633c435e929,IG1
931,M,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,35-50,Europe,64f6bd6c44f1815dc971f0131d7d62aea15982a5,B25
932,F,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,35-50,Asia,15e9398497c30092856b748bad9c30aec92ba2ed,SO4
933,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,healthy,19-34,Antarctica,d756656446e960a7dec4cfc5eeea8a846f689247,GY95
934,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,overweight,19-34,Europe,508f0018c63db954f4508c9dfd14883c62ea1fc8,E5W
935,M,United Kingdom,0,secondary,60-70,heavy smokers,low,overweight,2-18,Asia,9d8f1ae93753840bb8d279a691f51d2156896357,S61
936,F,United Kingdom,0,secondary,50-60,intermediate smokers,high,healthy,35-50,Oceania,5db15ff79c51d54f75b799ae5fb92257bc00d428,S04
937,M,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,35-50,North America,a653170f75ac3073d2f28fbdc9dfa4a7eba808f7,W72
938,F,United Kingdom,0,secondary,60-70,heavy smokers,high,underweight,35-50,North America,0249025b730e3ffe332fa04f38a14e76b23b62ff,W44
939,F,United Kingdom,0,bachelor,60-70,heavy smokers,low,overweight,35-50,Europe,24528884c6e39a7b088f034d2cb8212bbc1c0ed6,LS38
940,F,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,35-50,Oceania,03ebb79e5b2f8b2c8c3c52e5a9d5d0c1bce5302e,E8H
941,M,United Kingdom,0,secondary,40-50,heavy smokers,low,healthy,35-50,Africa,d6943f91ddaac4cfcd20c7b4092fcbc546d357bd,HS2
942,M,United Kingdom,0,masters,20-30,heavy smokers,low,overweight,35-50,Oceania,56d6dc19becf83362804f28ccdcf3161869208d2,N7
943,M,United Kingdom,0,secondary,40-50,heavy smokers,high,underweight,35-50,North America,d951c196d85d193daa790726edebb1830545f263,BR31
944,M,United Kingdom,0,secondary,50-60,heavy smokers,moderate,overweight,19-34,Europe,62337e87f2d25f2bc62fb6383e2141d2151fb10e,HD17
945,M,United Kingdom,0,bachelor,50-60,intermediate smokers,low,overweight,19-34,Oceania,5b820c4188946bdee91f822f3f82fcd82c713096,L8S
